exam_code,topic,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,A company that provisions job boards for a seasonal workforce is seeing an increase in traffic and usage. The back-end services run on a pair of Amazon EC2 instances behind an application load balancer with Amazon Dynamob as the data store. Application read and write traffic is slow during peak seasons. Which option provides a scalable application architecture to handle peak seasons with the least development effort?,Migrate the backend services to AWS Lambda. Increase the read and write capacity of DynamoB.,Migrate the backend services to AWS Lambda. Configure Dynamob to use global tables.,Use autoscaling groups for the backend services. Use Dynamob autoscaling.,"Use autoscaling groups for the backend services. Use Amazon simple Q service, Amazon SQS, and an AWS Lambda function to write to Dynamo DB.",,,C
SAP-C02,Task 3.1: Determine a strategy to improve overall operational excellence.,"A travel company built a web application that uses Amazon's simple email service, Amazon SES, to send email notifications to users. The company needs to enable logging to help troubleshoot email delivery issues. The company also needs the ability to do searches that are based on recipient, subject, and time. Which combination of steps should a solutions architect take to meet these requirements? Choose to a create an Amazon SCES configuration set with Amazon data fire hose as the destination. Choose to send logs to an Amazon S3 bucket.",Choose to a create an Amazon SCES configuration set with Amazon data fire hose as the destination. Choose to send logs to an Amazon S3 bucket.,Enable AWS Cloud Trail logging. Specify an Amazon S3 bucket as the destination for the logs.,"Use Amazon Athena to query the logs in the Amazon S3 bucket for recipient, subject, and time.",Create an Amazon Cloudatch log group. Configure Amazon SCES to send logs to the log group.,Use Amazon Athena to query the logs in Amazon Cloudatch for recipient subject and time sent.,,"A,C"
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A software company hosts an application on AWS with resources in multiple AWS accounts and regions. The application runs on a group of Amazon EC2 instances in an application VPC located in the US East one region with an IPv4 CID block of 10 one region with an IPv4 CID block of 10 10.0.0/16. In a different AWS account, a shared services VPC is located in the US East 2 region with an IPv4 CID block of region with an IPv4 CID block of 10.10.0/24. When a cloud engineer uses AWS cloud formation to attempt to peer the application VPC with the shared services VPC, an error message indicates a peering failure. Which factors could cause this error? Choose two. A the IPv4 C ranges of the two VPCs overlap.",Choose two. A the IPv4 C ranges of the two VPCs overlap.,The VPCs are not in the same region.,One or both accounts do not have access to an internet gateway.,One of the VPCs was not shared through AWS resource access manager.,The IM role in the peer acceptor account does not have the correct permissions.,,"A,E"
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,"A company's interactive web application uses an Amazon CloudFront distribution to serve images from an Amazon S3 bucket. Occasionally, third-party tools ingest corrupted images into the S3 bucket. This image corruption causes a poor user experience in the application. Later, the company has successfully implemented and tested Python logic to detect corrupt images. A solution's architect must recommend a solution to integrate the detection logic with minimal latency between the ingestion and serving. Which solution will meet these requirements?",Use a lambda at edge function that is invoked by a viewer response event.,Use a lambda at edge function that is invoked by an origin response event.,Use an S3 event notification that invokes an AWS Lambda function.,Use an S3 event notification that invokes an AWS step function state machine.,,,C
SAP-C02,Task 1.3: Design reliable and resilient architectures.,A company is preparing to deploy an Amazon elastic Kubernetes service. Amazon EKS cluster for a workload. The company expects the cluster to support an unpredictable number of stateless pods. Many of the pods will be created during a short time period as the workload automatically scales the number of replicas that the workload uses. Which solution will maximize node resilience?,Use a separate launch template to deploy the EKS control plane into a second cluster that is separate from the workload node groups.,Update the workload node groups. Use a smaller number of node groups and larger instances in the node groups.,Configure the Kubernetes cluster autoscaler to ensure that the compute capacity of the workload node group stays underprovisioned.,Configure the workload to use topology spread constraints that are based on availability zone.,,,D
SAP-C02,Task 1.3: Design reliable and resilient architectures.,A company is preparing to deploy an Amazon elastic Kubernetes service Amazon EKS cluster for a workload. The company expects the cluster to support an unpredictable number of stateless pods. Many of the pods will be created during a short time period as the workload automatically scales the number of replicas that the workload uses. Which solution will maximize node resilience?,Use a separate launch template to deploy the EKS control plane into a second cluster that is separate from the workload node groups.,Update the workload node groups. Use a smaller number of node groups and larger instances in the node groups.,Configure the Kubernetes cluster autoscaler to ensure that the compute capacity of the workload node group stays underprovisioned.,Configure the workload to use topology spread constraints that are based on availability zone.,,,D
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,A video streaming company recently launched a mobile app for video sharing. The app uploads various files to an Amazon S3 bucket in the US East1 region. The files range in size from 1 GBTE to 10 GB. Users who access the app from Australia have experienced uploads that take long periods of time. Sometimes the files fail to completely upload for these users. A solutions architect must improve the app's performance for these uploads. Which solutions will meet these requirements? Choose two.,Enable S3 transfer acceleration on the S3 bucket. Configure the app to use the transfer acceleration endpoint for uploads.,Configure an S3 bucket in each region to receive the uploads. Use S3 cross region replication CRR to copy the files to the distribution S3 bucket.,Set up Amazon Route 53 with latency based routing to route the uploads to the nearest S3 bucket region.,Configure the app to break the video files into chunks. Use a multi-art upload to transfer files to Amazon S3.,Modify the app to add random prefixes to the files before uploading.,,"A,D"
SAP-C02,Task 1.3: Design reliable and resilient architectures.,A company has a latency sensitive trading platform that uses Amazon DynamoB as a storage backend. The company configured the DynamoB table to use on demand capacity mode. A solution's architect needs to design a solution to improve the performance of the trading platform. The new solution must ensure high availability for the trading platform. Which solution will meet these requirements with the least latency?,Create a two node DynamoB accelerator DAX cluster. Configure an application to read and write data by using DAX.,Create a three node Dynamob accelerator DAX cluster. Configure an application to read data by using DAX and to write data directly to the DynamoB table.,Create a three node DynamoB accelerator DAX cluster. Configure an application to read data directly from the DynamoB table and to write data by using DAX.,Create a single node DynamoB accelerator DAX cluster. Configure an application to read data by using DAX and to write data directly to the DynamoB table.,,,B
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,"A company hosts a blog post application on AWS using Amazon API gateway, Amazon DynamoB, and AWS Lambda. The application currently does not use API keys to authorize requests. The API model is as follows. Get/post/post ID to get post details. Get/ users/ user id to get user details. Get slash comments slash comment id to get comments details. The company has noticed users are actively discussing topics in the comment section and the company wants to increase user engagement by making the comments appear in real time. Which design should be used to reduce comment latency and improve user experience? A use edge optimized API with Amazon CloudFront to cache API responses.",A use edge optimized API with Amazon CloudFront to cache API responses.,Modify the blog application code to request get/ comments/ comment ID every 10 seconds.,Use AWS app sync and leverage websockets to deliver comments.,Change the concurrency limit of the Lambda functions to lower the API response time.,,,C
SAP-C02,Task 1.2: Prescribe security controls.,A company that develops consumer electronics with offices in Europe and Asia has 60 terabytes of software images stored on premises in Europe. The company wants to transfer the images to an Amazon S3 bucket in the AP Northeast 1 region. New software images are created daily and must be encrypted in transit. The company needs a solution that does not require custom development to automatically transfer all existing and new software images to Amazon S3. What is the next step in the transfer process?,Deploy an AWS data sync agent and configure a task to transfer the images to the S3 bucket.,Configure Amazon Kinesis data fire host to transfer the images using S3 transfer acceleration.,Use an AWS Snowball device to transfer the images with the S3 bucket as the target.,Transfer the images over a sight-to-sightVPN connection using the S3 API with multiart upload.,,,A
SAP-C02,Task 2.1: Design a deployment strategy to meet business requirements.,A company has its cloud infrastructure on AWS. A solution's architect needs to define the infrastructure as code. The infrastructure is currently deployed in one AWS region. The company's business expansion plan includes deployments in multiple regions across multiple AWS accounts. What should the solutions architect do to meet these requirements?,Use AWS cloud formation templates. Add IM policies to control the various accounts. Deploy the templates across the multiple regions.,Use AWS organizations. Deploy AWS cloud formation templates from the management account. Use AWS control tower to manage deployments across accounts.,Use AWS organizations and AWS cloud for stack sets. Deploy a cloud for template from an account that has the necessary IM permissions.,Use nested stacks with AWS cloud form templates. Change the region by using nested stacks.,,,C
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,"A company is using AWS cloud form to deploy its infrastructure. The company is concerned that if a production cloud form stack is deleted, important data stored in Amazon RDS databases or Amazon EBS volumes might also be deleted. How can the company prevent users from accidentally deleting data in this way? A modify the cloud formation templates to add a deletion policy attribute to RDS and EBS resources.",A modify the cloud formation templates to add a deletion policy attribute to RDS and EBS resources.,Configure a stack policy that disallows the deletion of RDS and EBS resources.,Modify IM policies low deny deleting RDS and EBS resources that are tagged with an AWS cloud formation stack name tag.,Use AWS config rules to prevent deleting RDS and EBS resources.,,,A
SAP-C02,Task 4.2: Determine the optimal migration approach for existing workloads.,A company runs a customer service center that accepts calls and automatically sends all customers a managed interactive two-way experience survey by text message. The applications that support the customer service center run on machines that the company hosts in an on- premises data center. The hardware that the company uses is old and the company is experiencing downtime with the system. The company wants to migrate the system to AWS to improve reliability. Which solution will meet these requirements with the least ongoing operational overhead?,Use Amazon Connect to replace the old call center hardware. Use Amazon Pinpoint to send text message surveys to customers.,"Use Amazon Connect to replace the old call center hardware. Use Amazon Simple Notification Service, Amazon SNS, to send text message surveys to customers.",Migrate the call center software to Amazon EC2 instances that are in an autoscaling group. Use the EC2 instances to send text message surveys to customers.,Use Amazon Pinpoint to replace the old call center hardware and to send text message surveys to customers.,,,A
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,A data analytics company has an Amazon Redshift cluster that consists of several reserve nodes. The cluster is experiencing unexpected bursts of usage because a team of employees is compiling a deep audit analysis report. The queries to generate the report are complex read queries and are CPU inensive. Business requirements dictate that the cluster must be able to service read and write queries at all times. A solution's architect must devise a solution that accommodates the bursts of usage. Which solution meets these requirements most cost effectively?,Provision an Amazon EMR cluster offload the complex data processing tasks.,Deploy an AWS Lambda function to add capacity to the Amazon Redshift cluster by using a classic resize operation when the cluster CPU metrics in Amazon Cloudatch reach 80%.,Deploy an AWS Lambda function to add capacity to the Amazon Redshift cluster by using an elastic resize operation when the cluster CPU metrics in Amazon Cloudatch reach 80%.,Turn on the concurrency scaling feature for the Amazon Redshift cluster.,,,D
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company needs to optimize the cost of its application on AWS. The application uses AWS Lambda Functions and Amazon Elastic Container Service, Amazon ECS. containers that run on AWS Fargate. The application is rightheavy and stores data in an Amazon Aurora MySQL database. The load on the application is not consistent. The application experiences long periods of no usage followed by sudden and significant increases and decreases in traffic. The database runs on a memory optimized DB instance that cannot handle the load. A solution's architect must design a solution that can scale to handle the changes in traffic. Which solution will meet these requirements most cost effectively?",Add additional read replicas to the database. Purchase instance savings plans and RDS reserved instances.,Migrate the database to an Aurora DB cluster that has multiple writer instances. Purchase instance savings plans.,Migrate the database to an Aurora global database. Purchase compute savings plans and RDS reserved instances.,Migrate the database to Aurora serverless v1. Purchase compute savings plans.,,,D
SAP-C02,Task 2.3: Determine security controls based on requirements.,A solutions architect needs to improve an application that is hosted in the AWS cloud. The application uses an Amazon Aurora MySQLDB instance that is experiencing overloaded connections. Most of the application's operations insert records into the database. The application currently stores credentials in a textbased configuration file. The solutions architect needs to implement a solution so that the application can handle the current connection load. The solution must keep the credentials secure and must provide the ability to rotate the credentials automatically on a regular basis. Which solution will meet these requirements? A deploy an Amazon RDS proxy layer in front of the DB instance. Store the connection credentials as a secret in AWS secrets manager.,A deploy an Amazon RDS proxy layer in front of the DB instance. Store the connection credentials as a secret in AWS secrets manager.,Deploy an Amazon RDS proxy layer in front of the DB instance. Store the connection credentials in AWS Systems Manager parameter store.,Create an Aurora replica. Store the connection credentials as a secret in AWS Secrets Manager.,Create an Aurora replica. Store the connection credentials in AWS Systems Manager Parameter Store.,,,A
SAP-C02,Task 1.4: Design a multi-account AWS environment.,"A company uses AWS organizations to manage its AWS accounts. A solutions architect must design a solution in which only administrator roles are allowed to use IM actions. However, the solutions architect does not have access to all the AWS accounts throughout the company. Which solution meets these requirements with the least operational overhead? Create an SCP that applies to all the AWS accounts to allow IM actions only for administrator roles. Apply the SCP to the root OU.",Create an SCP that applies to all the AWS accounts to allow IM actions only for administrator roles. Apply the SCP to the root OU.,Configure AWS cloud trail to invoke an AWS Lambda function for each event that is related to IM actions. Configure the function to deny the action if the user who invoked the action is not an administrator.,Create an SCP that applies to all the AWS accounts to deny IM actions for all users except for those with administrator roles. Apply the SCP to the root OU.,Set an IM permissions boundary that allows IM actions. Attach the permissions boundary to every administrator role across all the AWS accounts.,,,C
SAP-C02,Task 1.4: Design a multi-account AWS environment.,"A company runs many workloads on AWS and uses AWS organizations to manage its accounts. The workloads are hosted on Amazon EC2, AWS Fargate, and AWS Lambda. Some of the workloads have unpredictable demand. accounts record high usage in some months and low usage in other months. The company wants to optimize its compute costs over the next 3 years. A solution's architect obtains a six-month average for each of the accounts across the organization to calculate usage. Which solution will provide the most cost savings for all the organizations compute usage. Purchase reserved instances for the organization to match the size and number of the most common EC2 instances from the member accounts.","A company runs many workloads on AWS and uses AWS organizations to manage its accounts. The workloads are hosted on Amazon EC2, AWS Fargate, and AWS Lambda. Some of the workloads have unpredictable demand. accounts record high usage in some months and low usage in other months. The company wants to optimize its compute costs over the next 3 years. A solution's architect obtains a six-month average for each of the accounts across the organization to calculate usage. Which solution will provide the most cost savings for all the organizations compute usage. Purchase reserved instances for the organization to match the size and number of the most common EC2 instances from the member accounts.",Purchase a compute savings plan for the organization from the management account by using the recommendation at the management account level.,Purchase reserved instances for each member account that had high EC2 usage according to the data from the last 6 months.,Purchase an EC2 instance savings plan for each member account from the management account based on EC2 usage data from the last six months.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company wants to migrate its on- premises data center to the AWS cloud. This includes thousands of virtualized Linux and Microsoft Windows servers, SA and storage, Java and PHP applications with MySQL and Oracle databases. There are many dependent services hosted either in the same data center or externally. The technical documentation is incomplete and outdated. A solutions architect needs to understand the current environment and estimate the cloud resource costs after the migration. Which tools or services should the solutions architect use to plan the cloud migration? Choose three. AWS application discovery service.",Choose three. AWS application discovery service.,AWS SMS.,AWS X-Ray.,AWS Cloud Adoption Readiness Toolkart.,Amazon Inspector F AWS Migration Hub.,"AWS migration hub is the correct answer. This is the control center for the migration. The problem with thousands of servers, you need a central place to aggregate data and track progress. The solution AWS migration hub integrates directly with the application discovery service option","A,D,F"
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A company requires that all internal application connectivity use private IP addresses. To facilitate this policy, a solutions architect has created interface endpoints to connect to AWS public services. Upon testing, the solutions architect notices that the service names are resolving to public IP addresses and that internal services cannot connect to the interface endpoints. Which step should the solutions architect take to resolve this issue?",Update the subnet route table with a route to the interface endpoint.,Enable the private DNS option on the VPC attributes.,Configure the security group on the interface endpoint to allow connectivity to the AWS services.,Configure an Amazon Route 53 private hosted zone with a conditional forwarder for the internal application.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company is building a software as a service SAS solution on AWS. The company has deployed an Amazon API gateway rest API with AWS Lambda integration in multiple AWS regions and in the same production account. The company offers tiered pricing that gives customers the ability to pay for the capacity to make a certain number of API calls per second. The premium tier offers up to 3,000 calls per second and customers are identified by a unique API key. Several premium tier customers in various regions report that they receive error responses of 429 too many requests from multiple API methods during peak usage hours. Logs indicate that the Lambda function is never invoked. What could be the cause of the error messages for these customers?",The Lambda function reached its concurrency limit.,The Lambda function its region limit for concurrency.,The company reached its API gateway account limit for calls per second.,The company reached its API gateway default per method limit for calls per second.,,,C
SAP-C02,Task 1.2: Prescribe security controls.,An education company is running a web application used by college students around the world. The application runs in an Amazon elastic container service Amazon ECS cluster in an autoscaling group behind an application load balancer ALB. A system administrator detects a weekly spike in the number of failed login attempts which overwhelm the application's authentication service. All the failed login attempts originate from about 500 different IP addresses that change each week. A solution's architect must prevent the failed login attempts from overwhelming the authentication service. Which solution meets these requirements with the most operational efficiency. Use AWS firewall manager to create a security group and security group policy to deny access from the IP addresses.,An education company is running a web application used by college students around the world. The application runs in an Amazon elastic container service Amazon ECS cluster in an autoscaling group behind an application load balancer ALB. A system administrator detects a weekly spike in the number of failed login attempts which overwhelm the application's authentication service. All the failed login attempts originate from about 500 different IP addresses that change each week. A solution's architect must prevent the failed login attempts from overwhelming the authentication service. Which solution meets these requirements with the most operational efficiency. Use AWS firewall manager to create a security group and security group policy to deny access from the IP addresses.,Create an AWSWAF web ACL with a rate based rule and set the rule action to block. Connect the web ACL to the ALB.,Use AWS firewall manager to create a security group and security group policy to allow access only to specific CI ranges.,Create an AWS WAF web ACL with an IP set match rule and set the rule action to block. Connect the web ACL to the ALB.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company is migrating to the cloud. It wants to evaluate the configurations of virtual machines in its existing data center environment to ensure that it can size new Amazon EC2 instances accurately. The company wants to collect metrics such as CPU, memory, and disk utilization, and it needs an inventory of what processes are running on each instance. The company would also like to monitor network connections to map communications between servers which would enable the collection of this data most cost effectively. Use AWS application discovery service and deploy the data collection agent to each virtual machine in the data center.","A company is migrating to the cloud. It wants to evaluate the configurations of virtual machines in its existing data center environment to ensure that it can size new Amazon EC2 instances accurately. The company wants to collect metrics such as CPU, memory, and disk utilization, and it needs an inventory of what processes are running on each instance. The company would also like to monitor network connections to map communications between servers which would enable the collection of this data most cost effectively. Use AWS application discovery service and deploy the data collection agent to each virtual machine in the data center.",Configure the Amazon Cloudatch agent on all servers within the local environment and publish metrics to Amazon Cloudatch logs.,Use AWS application discovery service and enable agentless discovery in the existing virtualization environment.,Enable AWS application discovery service in the AWS management console and configure the corporate firewall to allow scans over a VPN.,,,A
SAP-C02,Task 1.1: Architect network connectivity strategies.,A company hosts a web application on AWS in the US East1 region. The application servers are distributed across three availability zones behind an application load balancer. The database is hosted in a MySQL database on an Amazon EC2 instance. A solutions architect needs to design a cross region data recovery solution using AWS services with an RTO of less than 5 minutes and an RPO of less than 1 minute. The solutions architect is deploying application servers in US West 2 and has configured Amazon Route 53 health checks and DNS failover to US West 2. Which additional step should the solutions architect take?,Migrate the database to an Amazon RDS for MySQL instance with a cross region read replica in US West 2.,Migrate the database to an Amazon Aurora global database with the primary in US East one and the secondary in US West 2.,Migrate the database to an Amazon RDS for MySQL instance with a multi-AZ deployment.,Create a MySQL standby database on an Amazon EC2 instance in US West 2.,,,B
SAP-C02,Task 2.3: Determine security controls based on requirements.,"A solutions architect is preparing to deploy a new security tool into several previously unused AWS regions. The solutions architect will deploy the tool by using an AWS cloud for stack set. The stack sets template contains an IM role that has a custom name. Upon creation of the stack set, no stack instances are created successfully. What should the solutions architect do to deploy the stack successfully?",Enable the new regions in all relevant accounts. Specify the capability namedamed im capability during the creation of the stack set.,Use the service quotas console to request a quota increase for the number of cloud formation stacks in each new region in all relevant accounts. Specify the capability im capability during the creation of the stack set.,Specify the capability underscore named underscore im capability and the selfc_managed permissions model during the creation of the stack set.,Specify an administration role ARN and the capability im capability during the creation of the stack set.,,,A
SAP-C02,Task 1.2: Prescribe security controls.,A company has an organization in AWS organizations. The company is using AWS control tower to deploy a landing zone for the organization. The company wants to implement governance and policy enforcement. The company must implement a policy that will detect Amazon RDSDB instances that are not encrypted at rest in the company's production OU. Which solution will meet this requirement?,Turn on mandatory guardrails in AWS control tower. Apply the mandatory guardrails to the production OU.,Enable the appropriate guardrail from the list of strongly recommended guardrails in AWS control tower. Apply the guardrail to the production OU.,Use AWS config to create a new mandatory guardrail. Apply the rule to all accounts in the production OU.,Create a custom SCP in AWS control tower. Apply the SCP to the production OU.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,A solutions architect must create a business case for migration of a company's on premises data center to the AWS cloud. The solutions architect will use a configuration management database CMDB export of all the company's servers to create the case. Which solution will meet these requirements most cost effectively?,Use AWS wellarchchitected tool to import the CMDB data to perform an analysis and generate recommendations.,Use migration evaluator to perform an analysis. Use the data import template to upload the data from the CMDB export.,Implement resource matching rules. Use the CMDB export and the AWS price list bulk API to query CMDB data against AWS services in bulk.,Use AWS application discovery service to import the CMDB data to perform an analysis.,,,B
SAP-C02,Task 2.1: Design a deployment strategy to meet business requirements.,A solutions architect must update an application environment within AWS elastic beantock using a blue/green deployment methodology. The solutions architect creates an environment that is identical to the existing application environment and deploys the application to the new environment. What should be done next to complete the update?,Redirect to the new environment using Amazon Route 53.,Select the swap environment URLs option.,Replace the autoscaling launch configuration.,Update the DNS records to point to the green environment.,,,B
SAP-C02,Task 3.1: Determine a strategy to improve overall operational excellence.,"A company has a web application that uses Amazon API gateway, AWS Lambda, and Amazon Dynamo DB. A recent marketing campaign has increased demand. Monitoring software reports that many requests have significantly longer response times than before the marketing campaign. A solutions architect enabled Amazon Cloudatch logs for API gateway and noticed that errors are occurring on 20% of the requests. In Cloudatch, the Lambda function throttles metric represents 1% of the requests and the errors metric represents 10% of the requests. Application logs indicate that when errors occur, there is a call to Dynamo DB. What change should the solutions architect make to improve the current response times as the web application becomes more popular? Increase the concurrency limit of the Lambda function.",Increase the concurrency limit of the Lambda function.,Implement DynamoB autoscaling on the table.,Increase the API gateway throttle limit.,Recreate the DynamoB table with a better partition primary index.,,,B
SAP-C02,Task 1.3: Design reliable and resilient architectures.,"An adventure company has launched a new feature on its mobile app. Users can use the feature to upload their hiking and rafting photos and videos anytime. The photos and videos are stored in Amazon S3 standard storage in an S3 bucket and are served through Amazon CloudFront. The company needs to optimize the cost of the storage. A solutions architect discovers that most of the uploaded photos and videos are accessed infrequently after 30 days. However, some of the uploaded photos and videos are accessed frequently after 30 days. The solutions architect needs to implement a solution that maintains millisecond retrieval availability of the photos and videos at the lowest possible cost. Which solution will meet these requirements?",Configure S3 intelligent tiering on the S3 bucket.,Configure an S3 life cycle policy to transition image objects and video objects from S3 standard to S3 Glacier deep archive after 30 days.,Replace Amazon S3 with an Amazon Elastic file system. Amazon EFS file system that is mounted on Amazon EC2 instances.,Add a cache control max age header to the S3 image objects and S3 video objects. Set the header to 30 days.,,,A
SAP-C02,Task 1.2: Prescribe security controls.,A company's compliance audit reveals that some Amazon elastic block store. Amazon EBS volumes that were created in an AWS account were not encrypted. A solution's architect must implement a solution to encrypt all new EBS volumes at rest. Which solution will meet this requirement with the least effort? Create an Amazon event bridge rule to detect the creation of unencrypted EBS volumes? Invoke an AWS Lambda function to delete non-compliant volumes.,Create an Amazon event bridge rule to detect the creation of unencrypted EBS volumes? Invoke an AWS Lambda function to delete non-compliant volumes.,Use AWS audit manager with data encryption.,Create an AWS config rule to detect the creation of a new EBS volume. Encrypt the volume by using AWS systems manager automation.,Turn on EBS encryption by default in all AWS regions.,,,D
SAP-C02,Task 4.4: Determine opportunities for modernization and enhancements.,"A software as a service SAS provider exposes APIs through an application load balancer ALB. The ALB connects to an Amazon elastic Kubernetes service Amazon EKS cluster that is deployed in the US East1 region. The exposed APIs contain usage of a few non-standard REST methods. Link, unlink, lock, and unlock. Users outside the United States are reporting long and inconsistent response times for these APIs. A solutions architect needs to resolve this problem with a solution that minimizes operational overhead. Which solution meets these requirements?",Add an Amazon CloudFront distribution. Configure the ALB as the origin.,Add an Amazon API gateway edge optimized API endpoint to expose the APIs. Configure the ALB as the target.,Add an accelerator in AWS Global Accelerator. Configure the ALB as the origin.,"Deploy the APIs to two additional AWS regions, EU West one and AP Southeast. Two. Add Latency based routing records in Amazon Route 53.",,,C
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A company manages hundreds of AWS accounts centrally in an organization in AWS organizations. The company recently started to allow product teams to create and manage their own S3 access points in their accounts. The S3 access points can be accessed only within VPCs, not on the internet. What is the most operationally efficient way to enforce this requirement? Set the S3 access point resource policy to deny the S3 create access point action unless the S3 access point network origin condition key evaluates to VPC.",Set the S3 access point resource policy to deny the S3 create access point action unless the S3 access point network origin condition key evaluates to VPC.,Create an SCP at the root level in the organization to deny the S3 create access point action unless the S3 access point network origin condition key evaluates to VPC.,Use AWS cloud formation stack sets to create a new IM policy in each AWS account that allows the S3 create access point action only if the S3 access point network origin condition key evaluates to VPC.,Set the S3 bucket policy to deny the S3 create access point action unless the S3 access point network origin condition key evaluates to VPC.,,,B
SAP-C02,Task 1.2: Prescribe security controls.,"A company deploys a new web application. As part of the setup, the company configures AWSWAF to log to Amazon S3 through Amazon Kinesis data fire hose. The company develops an Amazon Athena query that runs once daily to return AWSWAF log data from the previous 24 hours. The volume of daily logs is constant. However, over time, the same query is taking more time to run. A solution's architect needs to design a solution to prevent the query time from continuing to increase. The solution must minimize operational overhead. Which solution will meet these requirements?",Create an AWS Lambda function that consolidates each day's function that consolidates each day's AWSWAF logs into one log file.,Reduce the amount of data scanned by configuring AWSWAF to send logs to a different S3 bucket each day.,Update the Kinesis data fire host configuration to partition the data in Amazon S3 by date and time. Create external tables for Amazon Redshift. Configure Amazon Redshift spectrum to query the data source.,Modify the Kinesis data fire host configuration and Athena table definition to partition the data by date and time. Change the Athena query to view the relevant partitions.,,,D
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company is running a webcwling process on a list of target URLs to obtain training documents for machine learning training algorithms. A fleet of Amazon EC2T2.micro instances pulls the target URLs from an Amazon simple Q service Amazon SQSQ. The instances then write the result of the crawling algorithm as a.csv file to an Amazon elastic file system Amazon EFS volume. The EFS volume is mounted on all instances of the fleet. A separate system adds the URLs to the SQSQ at infrequent rates. The instances crawl each URL in 10 seconds or less. Metrics indicate that some instances are idle when no URLs are in the SQSQ. A solution's architect needs to redesign the architecture to optimize costs. Which combination of steps will meet these requirements most cost effectively? Choose two. Hey, use M5.8's large instances instead of T2.micro instances for the webcwling process. Reduce the number of instances in the fleet by 50%.","Choose two. Hey, use M5.8's large instances instead of T2.micro instances for the webcwling process. Reduce the number of instances in the fleet by 50%.",Convert the webcwling process into an AWS Lambda function. Configure the Lambda function to pull URLs from the SQSQ.,Modify the web crawling process to store results in Amazon Neptune.,Modify the webcwling process to store results in an Amazon Aurora serverless MySQL instance.,Modify the web crawling process to store results in Amazon S3.,,"B,E"
SAP-C02,Task 1.2: Prescribe security controls.,A company uses Amazon S3 to store files and images in a variety of storage classes. The company's S3 costs have increased substantially during the past year. A solutions architect needs to review data trends for the past 12 months and identity the appropriate storage class for the objects. Which solution will meet these requirements?,Download AWS cost and usage reports for the last 12 months of S3 usage. Review AWS trusted advisor recommendations for cost savings.,Use S3 storage class analysis. Import data trends into an Amazon Quicksite dashboard to analyze storage trends.,Use Amazon S3 storage lens. Upgrade the default dashboard to include advanced metrics for storage trends.,Use Access Analyze 19R for S3. Download the Access Analyzer for S3 report for the last 12 months. Import the CSV file to an Amazon Quicksite dashboard.,,,C
SAP-C02,Task 2.1: Design a deployment strategy to meet business requirements.,"A company runs a serverless application in a single AWS region. The application accesses external URLs and extracts metadata from those sites. The company uses an Amazon simple notification service, Amazon SNS topic to publish URLs to an Amazon simple Q service, Amazon SQS Q. An AWS Lambda function uses the Q as an event source and processes the URLs from the queue. Results are saved to an Amazon S3 bucket. The company wants to process each URL in other regions to compare possible differences in site localization. URLs must be published from the existing region. Results must be written to the existing S3 bucket in the current region. Which combination of changes will produce multi-reion deployment that meets these requirements? Choose to",Deploy the SQSQ with the Lambda function to other regions. B subscribe the SNS topic in each region to the SQSQ.,"subscribe the SNS topic in each region to the SQSQ is incorrect. This suggests deploying new SNS topics in the remote regions. However, the requirement states that URLs must be published from the existing region. We want one central publisher, not multiple regional publishers. The subscription relationship is also phrased backwards here. Typically, you subscribe a Q to a topic. Option",Subscribe the SQSQ in each region to the SNS topic.,Configure the SQSQ to publish URLs to SNS topics in each region.,Deploy the SNS topic and the Lambda function to other regions.,,"A,C"
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,A company provides auction services for artwork and has users across North America and Europe. The company hosts its application in Amazon EC2 instances in the US East1 region. Artists upload photos of their work as large size. Highresolution image files from their mobile phones to a centralized Amazon S3 bucket created in the US East1 region. The users in Europe are reporting slow performance for their image uploads. How can a solutions architect improve the performance of the image upload process?,Redeploy the application to use S3 multi-art uploads.,Create an Amazon CloudFront distribution and point to the application as a custom origin.,Configure the buckets to use S3 transfer acceleration.,Create an autoscaling group for the EC2 instances and create a scaling policy.,,,C
